IZ_MMS	NZ_MMS	OCLC	BIB_LEVEL	DOC	TAG	IND	FIELD
990294627250306576	9910865067006561	17814298	m	 	590	  	$a B175 in Berkeley Slavic catalog. $5 FTaSU $9 LOCAL
990294628580306576	9910865131206561	05388771	m	 	490	1 	$a Zamechatelʹnye uchenye Moskovskogo universiteta ; $v vyp. 47 $5 FTaSU
990294628580306576	9910865131206561	05388771	m	 	500	  	$a In Cyrllic characters. $5 FTaSU
990294628580306576	9910865131206561	05388771	m	 	590	  	$a B184 in Berkeley Slavic catalog. $5 FTaSU $9 LOCAL
990294635080306576	9910637691906561	05726730	m	 	490	0 	$a PPL conference publications ; no. 15 $5 FTaSU
990294635080306576	9910637691906561	05726730	m	 	500	  	$a Spine title: The economic use of electric road vehicles in a changing environment. $5 FTaSU
990294635120306576	9910865053306561	12686145	m	 	590	  	$a B297 in Berkeley Slavic catalog. $5 FTaSU $9 LOCAL
990294637340306576	9910865073906561	30529507	m	 	590	  	$a B274 in Berkeley Slavic catalog. $5 FTaSU $9 LOCAL
990294638900306576	9910865126506561	10769278	m	j	590	  	$a B216 in Berkeley Slavic catalog. $5 FTaSU $9 LOCAL
990294641510306576	9910865049806561	2661204	m	 	590	  	$a B291 in Berkeley Slavic catalog. $5 FTaSU $9 LOCAL
990294656200306576	9910637747206561	05729240	s	 	362	0 	$a 1829-32. $5 FTaSU
990294656200306576	9910637747206561	05729240	s	 	500	  	$a 1829-30 have added title pages, engraved. $5 FTaSU
990294656200306576	9910637747206561	05729240	s	 	533	  	$a Microfiche. $b Cambridge, Eng., $c Chadwyck-Healey Ltd., $b Teaneck, N. J., $c Somerset House. $d 1977. $e sheets. 11 x 15 cm. $f (English gift books and literary annuals, 1823-1857) $5 FTaSU
990294656200306576	9910637747206561	05729240	s	 	500	  	$a Editor: 1829, Thomas Hood. $5 FTaSU
990294656200306576	9910637747206561	05729240	s	 	590	  	$a Author index, 1829-1832 available in An index to the annuals Ref/Micr/Shaw Z2013 .B65 v.1. $5 FTaSU $9 LOCAL
990294662700306576	9910637670406561	05730370	m	 	490	1 	$a Le Roman de l'histoire [No. 5] $5 FTaSU
990294662700306576	9910637670406561	05730370	m	 	500	  	$a First published, Paris, Hetzel, 1856. $5 FTaSU
990294667460306576	9910637697306561	05732009	s	1	362	0 	$a 3d- ; 1968- $5 FTaSU
990294667460306576	9910637697306561	05732009	s	1	515	  	$a Proceedings for the 1st-2nd conferences not published. $5 FTaSU
990294667760306576	9910637736806561	05732303	s	1	362	0 	$a 1st (1979)- (198 ). $5 FTaSU
990294669930306576	9910637735906561	05733086	m	 	490	0 	$a Sammlung Göschen, Bd. 1222/1222a, 1223/1223a $5 FTaSU
990294670480306576	9910637727206561	05733150	m	 	490	1 	$a Südosteuropa-Schriften, 4. Bd. $5 FTaSU
990294670480306576	9910637727206561	05733150	m	 	500	  	$a Hermann Gross zum 60. Geburtstag. $5 FTaSU
990294670800306576	9910637686906561	05733192	m	 	490	0 	$a University of California publications in geological sciences, v. 44, no. 3, v. 53 $5 FTaSU
990294670800306576	9910637686906561	05733192	m	 	505	0 	$a 1. Paleocene.--2. Eocene. $5 FTaSU
990294676020306576	9910637761906561	05733229	m	 	490	0 	$a University of California publications in geological sciences, v. 45 $5 FTaSU
990294676020306576	9910637761906561	05733229	m	 	505	1 	$a 1. Geology, faunal, interpretations, and systematic descriptions of Chiroptera, Insectivora, and Rodentia. $5 FTaSU
990294679720306576	9910637737706561	05735591	m	 	490	0 	$a Einaudi paperbacks ; $v 90 $5 FTaSU
990294679720306576	9910637737706561	05735591	m	 	500	  	$a Cover has subtitle: Le ideologie e le strutture semiotiche. $5 FTaSU
990294679720306576	9910637737706561	05735591	m	 	500	  	$a Includes index. $5 FTaSU
990294680640306576	9910637721306561	05735823	m	 	490	1 	$a Istituto veneto di scienze, lettere ed arti. Memorie. $v v. 29 $5 FTaSU
990294680640306576	9910637721306561	05735823	m	 	500	  	$a Microfiche. Zug, Switzerland : Inter Documentation Co., [1979?]--8 sheets ; 9 x 12 cm. $5 FTaSU
990294680640306576	9910637721306561	05735823	m	 	500	  	$a Includes index. $5 FTaSU
990294681570306576	9910637702206561	05736069	s	 	362	0 	$a 1st (1978)- $5 FTaSU
990294681570306576	9910637702206561	05736069	s	 	500	  	$a Vols. for 1978- called also 1st- constitutional convention. $5 FTaSU
990294681570306576	9910637702206561	05736069	s	 	780	10	$t Proceedings - Amalgamated Clothing and Textile Workers Union $w (OCoLC)4985857 $5 FTaSU
990294683430306576	9910637692806561	05736804	m	 	490	0 	$a Izdanje Zadužbine Sofije i Ivana Stojšića ; 5 $5 FTaSU
990294683430306576	9910637692806561	05736804	m	 	490	0 	$a Srpska akademija nauka i umetnosti. Zbornik za istoriju, jezik i književnost srpskog naroda. 2. odeljenje ; $v knj. 6 $5 FTaSU
990294683430306576	9910637692806561	05736804	m	 	500	  	$a No more published. $5 FTaSU
990294683430306576	9910637692806561	05736804	m	 	500	  	$a Documents in Italian accompanied with Serbo-Croatian explanatory captions. $5 FTaSU
990294683430306576	9910637692806561	05736804	m	 	500	  	$a Includes index. $5 FTaSU
990294683430306576	9910637692806561	05736804	m	 	500	  	$a In Cyrillic characters. $5 FTaSU
990294683430306576	9910637692806561	05736804	m	 	505	0 	$a Knj. 1. god. 1595-1606. Mletački državni arhiv. $5 FTaSU
990294694460306576	9910637698106561	05739717	s	 	362	0 	$a t. 1- ; 1921- $5 FTaSU
990294694460306576	9910637698106561	05739717	s	 	590	  	$a Turkey Point copy: Menzel Collection. $5 FTaSU $9 LOCAL
990294694460306576	9910637698106561	05739717	s	 	780	10	$t Bulletin de la Société des sciences naturelles du Maroc $w (OCoLC)2450642 $5 FTaSU
990294694910306576	9910637757906561	05739834	m	 	490	0 	$a Contemporary biology $5 FTaSU
990294694910306576	9910637757906561	05739834	m	 	500	  	$a Includes index. $5 FTaSU
990294695790306576	9910801041006561	05740113	m	 	490	0 	$a RSRI discussion paper series ; no. 111 $5 FTaSU
990294695790306576	9910801041006561	05740113	m	 	500	  	$a Based on research supported by National Science Foundation. $5 FTaSU
990294696100306576	9910801113606561	05740180	m	 	490	0 	$a RSRI discussion paper series ; no. 112 $5 FTaSU
990294700060306576	9910801123306561	05742115	s	 	362	0 	$a no. 1 (nov. 1959)- $5 FTaSU
990294700060306576	9910801123306561	05742115	s	 	500	  	$a Some numbers have also distinctive title. $5 FTaSU
990294700390306576	9910801085506561	05742161	s	 	362	0 	$a v.1- , Feb.3, 1917- ; no. - ; 19 - $5 FTaSU
990294700390306576	9910801085506561	05742161	s	 	533	  	$a Microfilm. $e reels. 35mm. $5 FTaSU
990294700390306576	9910801085506561	05742161	s	 	780	02	$t African mail $5 FTaSU
990294701120306576	9910801045806561	05742352	s	 	362	0 	$a [no.] 1- $5 FTaSU
990294701120306576	9910801045806561	05742352	s	 	500	  	$a Each no. has also distinctive title. $5 FTaSU
990294703940306576	9910801121206561	05743214	s	 	362	0 	$a Vol. 1, no. 1 (1874)-v. 102, no. 1201 (Apr. 1975). $5 FTaSU
990294703940306576	9910801121206561	05743214	s	 	500	  	$a Subtitle varies. $5 FTaSU
990294703940306576	9910801121206561	05743214	s	 	533	  	$a Microfilm. $e reels. 35 mm. $5 FTaSU
990294703940306576	9910801121206561	05743214	s	 	590	  	$a Issue for Aug. 15, 1924 (v. 50, no. 596) missing. $5 FTaSU $9 LOCAL
990294703940306576	9910801121206561	05743214	s	 	785	02	$t Textile manufacturer and knitting world $5 FTaSU
990294705560306576	9910801097706561	05743799	m	 	490	0 	$a Le Livre de poche ; 678 $5 FTaSU
990294705560306576	9910801097706561	05743799	m	 	500	  	$a Plays. $5 FTaSU
990294706760306576	9910801109706561	05744461	s	 	362	0 	$a 1st-52d yr.; Mar. 22, 1917-Dec. 26, 1969. $5 FTaSU
990294706760306576	9910801109706561	05744461	s	 	500	  	$a Publisher varies. $5 FTaSU
990294706760306576	9910801109706561	05744461	s	 	500	  	$a Frequency varies. $5 FTaSU
990294706760306576	9910801109706561	05744461	s	 	533	  	$a Microfilm. $b Wooster, Oh. : $c Bell & Howell. $e 90 microfilm reels ; 35 mm. $5 FTaSU
990294707790306576	9910801123006561	05744912	m	 	490	1 	$a Research report - Council for British Archaeology ; no. 23 $5 FTaSU
990294707790306576	9910801123006561	05744912	m	 	500	  	$a This volume contains the papers given at a conference on Neolithic and Bronze Age Stone Implements which was held at the University of Nottingham in January 1977 and organized by the Implement Petrology Committee of the Council for British Archaeology. $5 FTaSU
990294707940306576	9910801093706561	05744942	s	2	362	0 	$a 1979-1982. $5 FTaSU
990294707940306576	9910801093706561	05744942	s	2	500	  	$a Description based on: 1980. $5 FTaSU
990294707940306576	9910801093706561	05744942	s	2	785	00	$t Directory of playwrights, directors, designers $5 FTaSU
990294709220306576	9910801111606561	05745176	m	 	490	0 	$a Modern masters $5 FTaSU
990294709220306576	9910801111606561	05745176	m	 	500	  	$a Translated from the Italian. $5 FTaSU
990294709670306576	9910801070206561	05745223	m	 	490	1 	$a Bibliographic reference series ; $v no. 14 $5 FTaSU
990294709670306576	9910801070206561	05745223	m	 	500	  	$a Contents of the Quarterly Review of Social Sciences (She-hui k'o-hsüeh tsa-chih) in Chinese characters and English. $5 FTaSU
990294712830306576	9910801066206561	05745985	m	 	490	0 	$a Communications of the Dublin Institute for Advanced Studies; Series A, (Theoretical physics) no. 26 $5 FTaSU
990294713730306576	9910801074106561	05746174	m	 	490	0 	$a Penguin plays $5 FTaSU
990294713730306576	9910801074106561	05746174	m	 	500	  	$a Cover title: Three plays. $5 FTaSU
990294721700306576	9910801101806561	05748351	m	 	490	0 	$a Idaho BBER research report no. 3 $5 FTaSU
990294723190306576	9910801095006561	05748947	s	 	362	0 	$a [t.] 1-32; 1887-1941. $5 FTaSU
990294723190306576	9910801095006561	05748947	s	 	490	1 	$a Kn[igi] Društva sv. Save $5 FTaSU
990294741030306576	9910801098806561	05751003	m	 	490	1 	$a Research report - Pakistan Institute of Development Economics ; no. 100 $5 FTaSU
990294745160306576	9910801097006561	05751225	m	 	490	1 	$a His The Lords of Akchasaz ; $v v. 1 $5 FTaSU
990294745160306576	9910801097006561	05751225	m	 	500	  	$a Translation of Demirciler Carsisi cinayeti. $5 FTaSU
990294750850306576	9910801040706561	05751588	m	 	490	0 	$a Inklings ; 2 $x 0190-0234 $5 FTaSU
990294750850306576	9910801040706561	05751588	m	 	500	  	$a English and Nahuatl. $5 FTaSU
990294750850306576	9910801040706561	05751588	m	 	500	  	$a Includes selections from the Historia general de las cosas de Nueva España by Sahagún. $5 FTaSU
990294752320306576	9910801103306561	05751800	m	 	490	1 	$a Deutsche Sprache und Literatur ; Bd. 1 $5 FTaSU
990294752320306576	9910801103306561	05751800	m	 	500	  	$a Slightly rev. ed. of the author's Magisterarbeit, 1971. $5 FTaSU
990294756630306576	9910801032006561	05752205	m	 	490	0 	$a Forschungsprobleme der vergleichenden Literaturgeschichte ; 7 $5 FTaSU
990294756630306576	9910801032006561	05752205	m	 	500	  	$a Originally presented as the author's Habilitationsschrift, Tübingen. $5 FTaSU
990294756750306576	9910801076206561	05752227	m	 	490	1 	$a Tübinger germanistische arbeiten, hrsg von prof. dr. Hermann Schneider. 2. bd. $5 FTaSU
990294756750306576	9910801076206561	05752227	m	 	500	  	$a Issued also as the author's inaugural dissertation. Tübingen, 1927. $5 FTaSU
990294757150306576	9910801056206561	05752283	m	 	490	1 	$a Société d'histoire contemporaine. [Publications] 62 $5 FTaSU
990294757150306576	9910801056206561	05752283	m	 	500	  	$a Vols. 2-3 have subtitle and imprint: Recueil de documents réunis par Augustin Cochin et publiés pour la Société de l'histoire de France (Série postérieure à 1789) par Michel de Boüard ... Paris, Champion, 1934-35. $5 FTaSU
990294757150306576	9910801056206561	05752283	m	 	500	  	$a Vols. 2-3 have series title: Société de l'histoire de France. [Publications in octavo. Série postérieure à 1789] 67-68. $5 FTaSU
990294757150306576	9910801056206561	05752283	m	 	500	  	$a A note signed by Charles Charpentier: 1 leaf laid in. $5 FTaSU
990294757150306576	9910801056206561	05752283	m	 	505	0 	$a t.1 23 août-3 décembre 1793.--t.2 4 décembre 1793-31 mars 1794.--t.3 1er avril 1794-27 juillet 1794. $5 FTaSU
990294758730306576	9910801027106561	05752572	m	 	490	0 	$a Les Classiques d'oc, no.4 $5 FTaSU
990294772510306576	9910801071006561	05755987	s	 	362	0 	$a 1905- $5 FTaSU
990294772510306576	9910801071006561	05755987	s	 	500	  	$a Report for 1904 found in the Return of the 10th general election for the House of Commons of Canada. $5 FTaSU
990294772510306576	9910801071006561	05755987	s	 	500	  	$a Title varies slightly. $5 FTaSU
990294772510306576	9910801071006561	05755987	s	 	500	  	$a Some issues include reports on the Northwest Territories and the Yukon Territory. $5 FTaSU
990294772640306576	9910801025106561	05756227	m	 	490	0 	$a Slovenska akademija znanosti in umetnosti. Razred za filološke in liternarne vede. Korespondence pomembnih Slevencev, 3 $5 FTaSU
990294772640306576	9910801025106561	05756227	m	 	500	  	$a At head of title: Ljubomir Andrej Lisac. $5 FTaSU
990294775560306576	9910801056006561	05756768	m	 	490	1 	$a Histria; les résultats des fouilles ; $v 4 $5 FTaSU
990294775560306576	9910801056006561	05756768	m	 	500	  	$a At head of title: Institut d'Archéologie de Bucarest. $5 FTaSU
990294778100306576	9910801037306561	5757283	m	c	590	  	$a Label mounted on cover: Available from: European American Music Distributors Corporation. $5 FTaSU $9 LOCAL
990294779790306576	9910801078806561	05757563	s	1	362	0 	$a Vol. 1- (Oct. 1979)- $5 FTaSU
990294779790306576	9910801078806561	05757563	s	1	530	  	$a Also available via the Internet: access restricted to institutions with electronic subscriptions. $5 FTaSU
990294782470306576	9910801081206561	05758280	m	 	490	0 	$a National Science Foundation Summer Mathematics Institute notes $5 FTaSU
990294782470306576	9910801081206561	05758280	m	 	500	  	$a A Summer Institute for Teachers of Secondary School Mathematics and A Summer Institute for Teachers of Collegiate Mathematics. $5 FTaSU
990294783290306576	9910801031606561	05758753	s	1	362	0 	$a Vol. 1, no. 1 (spring 1980)-v. 12, no. 4 (1991). $5 FTaSU
990294783290306576	9910801031606561	05758753	s	1	500	  	$a Description based on: Vol.6, no. 1 (1985). $5 FTaSU
990294783290306576	9910801031606561	05758753	s	1	785	00	$t Therapeutic communities $x 0964-1866 $5 FTaSU
990294784580306576	9910801069206561	05759217	m	 	490	1 	$a Norfolk Record Society ; $v v. 32-33 $5 FTaSU
990294784580306576	9910801069206561	05759217	m	 	500	  	$a The full title ... is ... 'Collectanea sive Registrum vagum continens fragmenta ... tempore ... Johannis Jegon, episcopi Norwicensis.'--v. 1, p. 17. $5 FTaSU
990294786200306576	9910801115306561	05759932	m	 	490	1 	$a Bulletin - Wisconsin Dept. of Public Instruction ; no. 0205 $5 FTaSU
990294786200306576	9910801115306561	05759932	m	 	500	  	$a WI docs. no.: Ed.3/2:0205 $5 FTaSU
990294787200306576	9910801059906561	05760181	m	 	490	0 	$a Knjižnica Hrvatske revije. Ljudi krajevi, knj. 2,3 $5 FTaSU
990294787200306576	9910801059906561	05760181	m	 	500	  	$a Knj. 2 has imprint: Pariz, München, Knjižnica Hrvatske revija, 1967. $5 FTaSU
990294788080306576	9910801066606561	05760314	s	 	362	0 	$a 1909- $5 FTaSU
990294788080306576	9910801066606561	05760314	s	 	500	  	$a Issued 1914 as V. & A.M. Publn. no.94. $5 FTaSU
990294788080306576	9910801066606561	05760314	s	 	500	  	$a At head of title: 1911-14, Victoria & Albert Museum guides. $5 FTaSU
990294788080306576	9910801066606561	05760314	s	 	500	  	$a Title varies slightly. $5 FTaSU
990294796710306576	9910801031006561	05762164	m	 	490	0 	$a The Geneva series of commentaries $5 FTaSU
990294796710306576	9910801031006561	05762164	m	 	500	  	$a On spine: The prophet Jonah. $5 FTaSU
990294801540306576	9910801052306561	05763379	m	 	490	1 	$a Scientific Council for Africa South of the Sahara. Publication no. 10 $5 FTaSU
990294801540306576	9910801052306561	05763379	m	 	500	  	$a English and French titles in reverse order in 1953 edition, issued as the council's Publication no. 3. $5 FTaSU
990294801680306576	9910801068006561	05763458	s	 	362	0 	$a Bd. 1- $5 FTaSU
990294801680306576	9910801068006561	05763458	s	 	500	  	$a Each volume has also a distinctive title. $5 FTaSU
990294801680306576	9910801068006561	05763458	s	 	515	  	$a Bd. 2 issued in 1968, followed by Bd. 1 in 1972. $5 FTaSU
990294803200306576	9910801029006561	05763834	m	 	490	0 	$a Kölner romanistische Arbeiten. N.F. Heft 30 $5 FTaSU
990294803200306576	9910801029006561	05763834	m	 	500	  	$a Inaug.-Diss.--Cologne. $5 FTaSU
990294803950306576	9910801068906561	05763997	m	 	490	0 	$a Memoirs of the Bernice Pauahi Bishop Museum, v. 8, no. 4 $5 FTaSU
990294803950306576	9910801068906561	05763997	m	 	500	  	$a Pages also numbered [233]-260. $5 FTaSU
990294809840306576	9910801029406561	05766163	s	 	362	0 	$a No. 1- $5 FTaSU
990294809840306576	9910801029406561	05766163	s	 	500	  	$a Some vols. have title: Series in monetary and international economics. $5 FTaSU
990294809840306576	9910801029406561	05766163	s	 	500	  	$a Each number has also distinctive title. $5 FTaSU
990294815320306576	9910801107606561	05767604	m	 	490	0 	$a Collection Métamorphoses [5] $5 FTaSU
990294815320306576	9910801107606561	05767604	m	 	500	  	$a Printed in Canada. $5 FTaSU
990294815320306576	9910801107606561	05767604	m	 	500	  	$a On p. [4] of cover: Distributeur général: Les Éditions Variétés, Montréal, Canada. $5 FTaSU
990294817230306576	9910801035606561	05767817	m	 	490	0 	$a Monumenta Germaniae Historica ; Bd. 13, Suppl. $5 FTaSU
990294817470306576	9910801084506561	05767871	m	 	490	0 	$a Bibliothèque d'histoire contemporaine $5 FTaSU
990294817470306576	9910801084506561	05767871	m	 	500	  	$a At head of title: Littérature sociale. $5 FTaSU
990294819860306576	9910801049206561	05768867	s	 	362	0 	$a anul 1-10; 1964?-73. $5 FTaSU
990294819860306576	9910801049206561	05768867	s	 	785	00	$t Revista muzeelor și monumentelor: seria Muzee $5 FTaSU
990294820470306576	9910801092406561	05769004	s	1	362	0 	$a [No.] 1- $5 FTaSU
990294820470306576	9910801092406561	05769004	s	1	490	0 	$a : Zebra books $5 FTaSU
990294820470306576	9910801092406561	05769004	s	1	490	0 	$a 8- Doubleday science fiction $5 FTaSU
990294820470306576	9910801092406561	05769004	s	1	500	  	$a Description based on: 8. $5 FTaSU
990294823200306576	9910801037706561	05769824	m	 	490	0 	$a Kölner historische Abahndlungen, Bd. 9 $5 FTaSU
990294830390306576	9910806695106561	12380731	s	 	590	  	$a Library has: 1938, 1949, 1954 $5 FTaSU $9 LOCAL
990294831040306576	9910801085206561	05772971	m	 	490	0 	$a Publications de la Cour européene des droits de l'homme ; Série A, Arrêts et décisions ; v. 29 $5 FTaSU
990294831220306576	9910801088106561	05772999	m	 	490	0 	$a Publications de la Cour européene des droits de l'homme ; Série A, Arrêts et décisions ; v. 28 $5 FTaSU
990294834600306576	9910801094106561	05774164	s	 	362	0 	$a Fasc. 1- $5 FTaSU
990294834600306576	9910801094106561	05774164	s	 	500	  	$a Each no. has also distinctive title. $5 FTaSU
990294835280306576	9910801085906561	05774427	s	 	362	0 	$a Vol. 18, no.9 (Sept. 1978)-v. 28, no. 11 (Nov. 1988). $5 FTaSU
990294835280306576	9910801085906561	05774427	s	 	500	  	$a Title from cover. $5 FTaSU
990294835280306576	9910801085906561	05774427	s	 	533	  	$a Microfilm. $b Ann Arbor, Mich. : $c University Microfilms International. $e microfilm reels ; 35mm. $5 FTaSU
990294835280306576	9910801085906561	05774427	s	 	780	00	$t Retirement living $x 0090-4910 $w (OCoLC)5064264 $5 FTaSU
990294835280306576	9910801085906561	05774427	s	 	785	00	$t New choices for the best years $5 FTaSU
990294841110306576	9910895484206561	05775769	m	 	490	1 	$a Europäische Hochschulschriften : Reihe 1, Deutsche Sprache und Literatur ; Bd. 262 $5 FTaSU
990294847710306576	9910895507606561	05776766	m	 	490	0 	$a La Libra : collezione di scritti critici ; 5 $5 FTaSU
990294847710306576	9910895507606561	05776766	m	 	500	  	$a Title on cover: Apuleio e Boccaccio. $5 FTaSU
990294856610306576	9910895427606561	05777292	m	 	490	0 	$a Advances in sex hormone research ; v. 4 $5 FTaSU
990294856610306576	9910895427606561	05777292	m	 	500	  	$a Includes bibliographical references and index. $5 FTaSU
990294867370306576	9910895429606561	05778754	m	 	490	1 	$a Victoria and Albert Museum. Illustrated booklet no. 9 $5 FTaSU
990294869060306576	9910895451206561	05779046	m	 	490	0 	$a Innovations; RM:665 $5 FTaSU
990294869060306576	9910895451206561	05779046	m	 	500	  	$a Caption title. $5 FTaSU
990294869060306576	9910895451206561	05779046	m	 	500	  	$a Includes list of Innovations reports. $5 FTaSU
990294872480306576	9910895509806561	05779698	m	 	490	0 	$a Collection Miranda, 2 $5 FTaSU
990294872480306576	9910895509806561	05779698	m	 	500	  	$a From his Souvenirs contemporains d'histoire et de littérature published in 1856. $5 FTaSU
990294883900306576	9910895506306561	05782740	m	 	490	0 	$a Australian museum, Sydney. Memoir III $5 FTaSU
990294883900306576	9910895506306561	05782740	m	 	500	  	$a Issued in parts. $5 FTaSU
990294883900306576	9910895506306561	05782740	m	 	500	  	$a XVII-XVIII. The mollusca of Funafuti, pt. 1-2. By C. Hedley.--XIX. Summary of the fauna of Funafuti.--XX. The fishes of Funafuti (sup.) By E. R. Waite.--XXI. The mollusca of Funafuti (sup.) By C. Hedley. $5 FTaSU
990294883900306576	9910895506306561	05782740	m	 	505	0 	$a I. General account of the atoll of Funafuti. By C. Hedley.--II. Rock specimens from Funafuti. By T. Cooksey.--III. Aves from Funafuti. By A. J. North.--IV. The insect fauna. By W. J. Rainbow.--V. The arachnidan fauna. By W. J. Rainbow.--VI. The crustacea. By T. Whitelegge.--VII. The echinodermata. By T. Whitelegge.--VIII. The mammals, reptiles, and fishes of Funafuti. By E. R. Waite.--IX. The enteropneusta of Funafuti, pt. 1. By J. P. Hill.--X. The alcyonaria of Funafuti, pt. 1. By T. Whitelegge.--XI. The ethnology of Funafuti. By C. Hedley.--XII. The alcyonaria of Funafuti, pt. 2. By T. Whitelegge.--XIII. The sponges of Funafuti. By T. Whitelegge.--XIV. The enteropneusta of Funafuti, pt. 2. By J. P. Hill.--XV. The madreporaria of Funafuti. By T. Whitelegge.--XVI. The hydrozoa, scyphozoa, actinozoa and vermes. By T. Whitelegge and J. P. Hill. $5 FTaSU
990294887200306576	9910895494606561	05783665	m	 	490	0 	$a Urban-Taschenbücher ; Bd. 299 $5 FTaSU
990294889850306576	9910895420106561	05784319	s	 	362	0 	$a v.1-19, pt.1 $5 FTaSU
990294889850306576	9910895420106561	05784319	s	 	500	  	$a Culese de Eudoxiu de Hurmuzaki. $5 FTaSU
990294889850306576	9910895420106561	05784319	s	 	515	  	$a 7 published in 1876. $5 FTaSU
990294890140306576	9910895434006561	05784466	s	 	362	0 	$a v.1- $5 FTaSU
990294890140306576	9910895434006561	05784466	s	 	500	  	$a Each issue has also distinctive title. $5 FTaSU
990294890140306576	9910895434006561	05784466	s	 	515	  	$a No. 2 issued in 1954. $5 FTaSU
990294893080306576	9910895430706561	05785323	m	 	490	1 	$a Masters of etching, $v no. 14 $5 FTaSU
990294893080306576	9910895430706561	05785323	m	 	500	  	$a Each plate accompanied by guard sheet with descriptive letterpress. $5 FTaSU
990294894800306576	9910895517806561	05785526	m	 	490	0 	$a Uni-Taschenbücher ; $v 739 $5 FTaSU
990294894800306576	9910895517806561	05785526	m	 	500	  	$a Includes indexes. $5 FTaSU
990294897880306576	9910895433706561	05786280	s	 	362	0 	$a 19??- $5 FTaSU
990294897880306576	9910895433706561	05786280	s	 	500	  	$a Loose-leaf. $5 FTaSU
990294904070306576	9910895437506561	05788078	s	 	362	0 	$a [t.] 1- $5 FTaSU
990294905770306576	9910895428906561	05788435	s	 	362	0 	$a [no.]1- ; 1971- $5 FTaSU
990294905770306576	9910895428906561	05788435	s	 	500	  	$a At head of title: Comitetul de Culturǎ si Educație Socialistǎ al Județului Bihor. $5 FTaSU
990294928750306576	9910895426406561	5793822	s	 	590	  	$a Author index, 1824-1850 available in An index to the annuals Ref/Micr/Shaw Z2013 .B65 v.1. $5 FTaSU $9 LOCAL
990294929360306576	9910916210506561	48549494	m	 	590	  	$a Florida State University faculty publication. $5 FTaSU $9 LOCAL
990268926180306576	9910703994806561	ocn289070835	m	 	590	  	$a FY10, Purchase, Davidson Titles; Purchased with funds from the Friends of the Ringling Museum of Art Library, 2010. $5 FTaSU $9 LOCAL
990268926400306576	9910704014706561	ocn405105982	m	 	590	  	$a FY10, Purchase, Davidson Titles; Purchased with funds from the Friends of the Ringling Museum of Art Library, 2010. $5 FTaSU $9 LOCAL
990268926820306576	9910704049806561	ocn405106276	m	 	590	  	$a FY10, Purchase, Davidson Titles; Purchased with funds from the Friends of the Ringling Museum of Art Library, 2010. $5 FTaSU $9 LOCAL
990268927320306576	9910704002906561	ocn311779443	m	 	590	  	$a FY10, Purchase, Davidson Titles; Purchased with funds from the Friends of the Ringling Museum of Art Library, 2010. $5 FTaSU $9 LOCAL
990268927580306576	9910703991406561	ocn396203868	m	 	590	  	$a FY10, Purchase, Davidson Titles; Purchased with funds from the Friends of the Ringling Museum of Art Library, 2010. $5 FTaSU $9 LOCAL
990268928100306576	9910704041406561	ocn402541833	m	 	590	  	$a FY10, Purchase, Davidson Titles; Purchased with funds from the Friends of the Ringling Museum of Art Library, 2010. $5 FTaSU $9 LOCAL
